               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.9783000000E+00   -0.1000000000E+01
                   2                 YES    0.4419000000E+00   -0.9425000000E+00
                   3                 YES   -0.1340979200E+00   -0.1967000000E+00
                   4                 YES    0.8854228800E+00   -0.9682000000E+00
                   5                 YES    0.5495900600E+00   -0.9480000000E+00
                   6                 YES    0.3014698500E+00   -0.9036000000E+00
                   7                 YES    0.1894121200E+00   -0.9682000000E+00
                   8                 YES    0.1734894000E+00   -0.9098000000E+00
                   9                 YES    0.1031837400E+00   -0.7075000000E+00
                  10                 YES   -0.4256242000E-01   -0.1622000000E+00
                  11                 YES   -0.1734947200E+00   -0.1051000000E+00
                  12                  NO   -0.3093301000E-01   -0.5524000000E+00
                  13                 YES    0.1560202800E+00   -0.6980000000E-01
                  14                 YES    0.1320819500E+00    0.2048000000E+00
                  15                 YES    0.2633316000E+00   -0.8432000000E+00
                  16                 YES    0.1042173000E+00   -0.8098000000E+00
                  17                  NO    0.3290970000E-01   -0.8193000000E+00
                  18                  NO    0.1367253000E-01   -0.8137000000E+00
                  19                 YES    0.2089963400E+00   -0.8617000000E+00
                  20                 YES    0.2285660000E+00   -0.8190000000E+00
                  21                 YES   -0.1871853000E+00   -0.1619000000E+00
                  22                 YES   -0.1929969600E+00    0.0000000000E+00
                  23                 YES   -0.1544236000E+00   -0.2647000000E+00
                  24                 YES    0.7933758000E-01   -0.1419000000E+00
                  25                 YES    0.9295440000E-01   -0.3782000000E+00
                  26                 YES   -0.2120640000E-01   -0.2171000000E+00
                  27                 YES    0.1921248000E+00    0.1094000000E+00
                  28                 YES    0.1641115200E+00   -0.8761000000E+00
                  29                  NO    0.0000000000E+00   -0.4288000000E+00
                  30                 YES    0.8913584000E-01   -0.8460000000E+00
                  31                 YES   -0.1894068000E-01    0.1377000000E+00
                  32                 YES   -0.4434867600E+00   -0.1494000000E+00
                  33                 YES    0.1284800000E-01   -0.1067000000E+00
                  34                 YES    0.6728550000E-02   -0.1190000000E+00
                  35                 YES    0.6642342000E-01   -0.5230000000E-01
                  36                 YES    0.1949453200E+00   -0.3702000000E+00
                  37                 YES   -0.4060476000E-01   -0.8467000000E+00
                  38                 YES    0.7818096000E-01   -0.9476000000E+00
                  39                 YES    0.7443294000E-01   -0.9453000000E+00
                  40                 YES    0.7818096000E-01   -0.9476000000E+00
                  41                 YES    0.1193930000E-01   -0.8819000000E+00
                  42                  NO    0.5890500000E-02   -0.3470000000E+00
                  43                  NO    0.4808050000E-01   -0.7037000000E+00
                  44                  NO   -0.1369147300E+00   -0.4575000000E+00
                  45                  NO   -0.1539267600E+00   -0.3929000000E+00
                  46                 YES    0.5543430000E-01   -0.1177000000E+01
                  47                 YES    0.7381845000E-01   -0.8890000000E+00
                  48                 YES    0.1607970000E-01   -0.8772000000E+00
                  49                 YES    0.2103603000E-01   -0.8228000000E+00
                  50                  NO   -0.2260298000E-01   -0.5269000000E+00
                  51                 YES   -0.2683019000E-01   -0.1781400000E+01
                  52                 YES   -0.2948593000E-01   -0.1189600000E+01
                  53                 YES   -0.6676516000E-01   -0.9187000000E+00
                  54                  NO   -0.9688200000E-03   -0.4284000000E+00
                  55                  NO   -0.4425760000E-01   -0.4496000000E+00
                  56                 YES   -0.3315932400E+00   -0.4128000000E+00
                  57                  NO    0.2749760000E-01   -0.7110000000E+00
                  58                 YES   -0.1667583000E+00   -0.8158000000E+00
                  59                  NO    0.2210392000E-01   -0.6840000000E+00
                  60                  NO   -0.3076047000E-01   -0.5817000000E+00
                  61                 YES   -0.6552780000E-02   -0.9494000000E+00
                  62                  NO   -0.1546428100E+00   -0.4358000000E+00
                  63                  NO   -0.1594364300E+00   -0.4196000000E+00
                  64                  NO   -0.2022116400E+00   -0.3658000000E+00
                  65                  NO   -0.4401920000E-02   -0.6138000000E+00
                  66                 YES   -0.1440102300E+00   -0.7182000000E+00
