               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.4340000000E-01    0.0000000000E+00
                   2                  NO    0.2913750000E-02   -0.3214000000E+00
                   3                 YES   -0.2696160000E-01    0.1317000000E+00
                   4                 YES   -0.1012856000E+00   -0.1370000000E-01
                   5                 YES   -0.9365220000E-01    0.3487000000E+00
                   6                 YES    0.1124804000E-01    0.3500000000E-02
                   7                 YES   -0.4516547000E-01   -0.8380000000E-01
                   8                  NO   -0.4280878000E-01   -0.3332000000E+00
                   9                 YES   -0.1071400300E+00   -0.3182000000E+00
                  10                 YES   -0.1397619200E+00   -0.3057000000E+00
                  11                  NO   -0.2377455000E-01   -0.2864000000E+00
                  12                 YES   -0.1483607500E+00   -0.3892000000E+00
                  13                 YES   -0.1519064000E+00   -0.2533000000E+00
                  14                 YES   -0.1451466100E+00   -0.1855000000E+00
                  15                 YES   -0.8810760000E-01   -0.1266000000E+00
                  16                 YES   -0.6205888000E-01   -0.2368000000E+00
                  17                 YES   -0.8184306000E-01   -0.8800000000E-01
                  18                 YES   -0.7717024000E-01   -0.3022000000E+00
                  19                 YES   -0.6227140000E-01   -0.2989000000E+00
                  20                 YES   -0.1287115100E+00   -0.2622000000E+00
                  21                 YES   -0.3323376000E+00   -0.2726000000E+00
                  22                  NO    0.1386498600E+00   -0.2628000000E+00
                  23                 YES   -0.1052719500E+00   -0.3421000000E+00
                  24                 YES   -0.8057112000E-01   -0.2320000000E+00
                  25                 YES   -0.6682533000E-01   -0.1221000000E+00
                  26                 YES   -0.4690335000E-01   -0.1467000000E+00
                  27                  NO    0.1091296000E+00   -0.2063000000E+00
                  28                  NO   -0.4212120000E-02   -0.3635000000E+00
                  29                 YES   -0.6689594000E-01    0.4043000000E+00
                  30                  NO    0.1169827200E+00   -0.2631000000E+00
                  31                  NO    0.9965844000E-01   -0.2746000000E+00
                  32                 YES   -0.1404725000E+00   -0.2524000000E+00
                  33                 YES   -0.1630089600E+00   -0.2431000000E+00
                  34                 YES   -0.9633312000E-01   -0.3108000000E+00
                  35                 YES   -0.3543370800E+00   -0.6990000000E-01
                  36                 YES   -0.1950797600E+00   -0.1753000000E+00
                  37                 YES   -0.5405406000E-01   -0.6199000000E+00
                  38                  NO   -0.3154823000E-01   -0.3100000000E+00
                  39                  NO   -0.1698400000E-02   -0.1742000000E+00
                  40                  NO    0.2913570000E-02   -0.2533000000E+00
                  41                  NO   -0.3270131000E-01   -0.3288000000E+00
                  42                  NO   -0.3092400000E-01   -0.1576000000E+00
                  43                 YES   -0.7725732000E-01   -0.3860000000E+00
                  44                 YES   -0.7158700000E-02   -0.4538000000E+00
                  45                 YES    0.1595666100E+00   -0.2751000000E+00
                  46                 YES   -0.5754384000E-01   -0.5651000000E+00
                  47                  NO   -0.1581710000E-01   -0.8880000000E-01
                  48                 YES   -0.4331376000E-01   -0.4720000000E+00
                  49                 YES   -0.4358724000E-01   -0.5481000000E+00
                  50                  NO    0.1264354200E+00   -0.2438000000E+00
                  51                  NO   -0.6884878000E-01   -0.3500000000E+00
                  52                 YES   -0.9684505000E-01   -0.1021500000E+01
                  53                 YES   -0.8503342000E-01   -0.7718000000E+00
                  54                 YES    0.7342842000E-01   -0.5361000000E+00
                  55                 YES    0.1110810300E+00   -0.1338000000E+00
                  56                  NO    0.1126460400E+00   -0.1904000000E+00
                  57                 YES    0.2732957500E+00   -0.3703000000E+00
                  58                  NO   -0.3907464000E-01   -0.2458000000E+00
                  59                 YES    0.1407884400E+00   -0.2075000000E+00
                  60                 YES    0.1707342000E-01   -0.3830000000E+00
                  61                 YES    0.1533706000E+00   -0.2708000000E+00
                  62                 YES   -0.4142684000E-01   -0.5651000000E+00
                  63                 YES    0.2302177300E+00   -0.2904000000E+00
                  64                 YES    0.1495145800E+00   -0.3451000000E+00
                  65                 YES    0.1985176600E+00   -0.1978000000E+00
                  66                  NO    0.8311680000E-01   -0.1620000000E+00
