               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.1000000000E+01    0.1000000000E+01
                   2                 YES   -0.2044000000E+00   -0.1796226400E+00
                   3                 YES    0.1415100000E+01    0.4853514600E+00
                   4                 YES    0.3215000000E+00    0.9057503000E-01
                   5                 YES    0.1038000000E+01    0.2094199600E+00
                   6                  NO    0.6305000000E+00    0.5740464000E-01
                   7                 YES   -0.9180000000E-01   -0.1855560000E-01
                   8                 YES    0.7235000000E+00    0.3048288000E+00
                   9                 YES    0.5504000000E+00    0.2137172400E+00
                  10                 YES    0.2820000000E-01   -0.2903940000E-01
                  11                 YES    0.2788000000E+00    0.6891213000E-01
                  12                 YES    0.3224000000E+00    0.2398838400E+00
                  13                 YES   -0.3355000000E+00    0.1396395000E+00
                  14                 YES    0.7863000000E+00    0.3927273000E+00
                  15                 YES    0.8143000000E+00    0.2489827200E+00
                  16                  NO    0.5147000000E+00    0.1738392000E-01
                  17                 YES    0.7972000000E+00    0.3721185600E+00
                  18                 YES    0.6556000000E+00    0.3072720000E+00
                  19                 YES   -0.2632000000E+00   -0.2055107900E+00
                  20                 YES   -0.2519000000E+00   -0.2257622300E+00
                  21                 YES   -0.3629000000E+00   -0.2536617600E+00
                  22                 YES   -0.2850000000E-01   -0.1623002400E+00
                  23                 YES   -0.2736000000E+00   -0.8389882000E-01
                  24                 YES   -0.5830000000E-01   -0.7860480000E-01
                  25                 YES   -0.3044000000E+00    0.1573021800E+00
                  26                 YES    0.9440000000E+00    0.2652124800E+00
                  27                 YES   -0.1394000000E+00    0.8906876000E-01
                  28                  NO    0.2602000000E+00    0.0000000000E+00
                  29                 YES    0.8258000000E+00    0.2449836800E+00
                  30                  NO    0.6437000000E+00    0.1710879100E+00
                  31                  NO    0.9370000000E-01   -0.1194119600E+00
                  32                 YES   -0.6640000000E-01    0.4675650000E-01
                  33                 YES   -0.1298000000E+00    0.1037499000E-01
                  34                 YES    0.4836000000E+00    0.1933971200E+00
                  35                 YES   -0.5440000000E-01    0.5672730000E-01
                  36                 YES    0.3031000000E+00    0.2678563600E+00
                  37                  NO    0.3520000000E+00    0.1582272000E-01
                  38                 YES    0.4726000000E+00   -0.7236702000E-01
                  39                 YES    0.9442000000E+00    0.1000383700E+00
                  40                 YES    0.8886000000E+00    0.1035344400E+00
                  41                 YES    0.8810000000E+00    0.9283989000E-01
                  42                 YES    0.6684000000E+00    0.1587460000E-01
                  43                  NO    0.1749000000E+00    0.5461500000E-02
                  44                  NO    0.5854000000E+00    0.1684085000E+00
                  45                 YES    0.1026000000E+00   -0.1564737200E+00
                  46                 YES    0.8122000000E+00    0.1069390800E+00
                  47                  NO    0.6691000000E+00    0.1745402000E+00
                  48                  NO    0.5919000000E+00    0.1519979900E+00
                  49                 YES    0.3231000000E+00   -0.8691660000E-01
                  50                 YES    0.4117000000E+00   -0.9332666000E-01
                  51                 YES    0.7599000000E+00   -0.2256025000E-01
                  52                 YES    0.3713000000E+00   -0.3357233000E-01
                  53                 YES    0.3025000000E+00   -0.8287928000E-01
                  54                  NO    0.2503000000E+00   -0.4501380000E-01
                  55                 YES    0.1898000000E+00   -0.2393818900E+00
                  56                  NO    0.3289000000E+00   -0.1828644000E-01
                  57                 YES    0.6691000000E+00    0.4612310000E-01
                  58                 YES    0.5233000000E+00   -0.1822094400E+00
                  59                 YES    0.8830000000E-01   -0.1281664000E+00
                  60                  NO    0.4104000000E+00    0.7725056000E-01
                  61                  NO    0.4339000000E+00    0.4375943000E-01
                  62                  NO    0.5019000000E+00    0.1497546000E-01
                  63                 YES    0.3024000000E+00   -0.9077208000E-01
                  64                 YES    0.4910000000E+00    0.1549360000E-02
                  65                  NO    0.3987000000E+00    0.5066880000E-02
                  66                 YES    0.5801000000E+00    0.3823221000E-01
