               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2650000000E-01   -0.3733210000E+00
                   2                 YES    0.2730000000E+00    0.1332876500E+00
                   3                 YES   -0.2000000000E-03   -0.5465000000E+00
                   4                 YES    0.2070000000E-01   -0.4514388600E+00
                   5                 YES    0.6660000000E-01   -0.2643632500E+00
                   6                 YES   -0.1358000000E+00   -0.7793256000E-01
                   7                 YES   -0.7716000000E+00   -0.7211406400E+00
                   8                  NO   -0.6548000000E+00   -0.5331331000E-01
                   9                 YES    0.9550000000E-01    0.7202520000E-01
                  10                 YES    0.9810000000E-01    0.1299766500E+00
                  11                 YES    0.1086000000E+00    0.7988669000E-01
                  12                 YES    0.3158000000E+00   -0.1582889500E+00
                  13                 YES    0.8095000000E+00    0.2435036400E+00
                  14                 YES    0.4416000000E+00    0.5288944000E-01
                  15                 YES    0.6791000000E+00    0.5456334000E-01
                  16                 YES   -0.2223000000E+00   -0.2425577400E+00
                  17                 YES   -0.4322000000E+00   -0.2593800000E+00
                  18                  NO   -0.6443000000E+00   -0.8192300000E-01
                  19                  NO   -0.6482000000E+00   -0.5036756000E-01
                  20                  NO   -0.2559000000E+00   -0.2833160000E-02
                  21                 YES    0.3241000000E+00    0.4932000000E-01
                  22                 YES    0.3542000000E+00    0.1334520800E+00
                  23                 YES    0.7536000000E+00    0.1340244000E+00
                  24                 YES    0.9934000000E+00    0.0000000000E+00
                  25                 YES    0.3288000000E+00    0.1280134400E+00
                  26                 YES    0.7472000000E+00    0.5849568000E-01
                  27                 YES    0.3771000000E+00    0.1213840800E+00
                  28                  NO   -0.4744000000E+00   -0.2091328000E+00
                  29                  NO   -0.4429000000E+00   -0.2040828700E+00
                  30                  NO   -0.4434000000E+00    0.5917690000E-02
                  31                  NO   -0.4123000000E+00   -0.1081600000E-03
                  32                 YES    0.5571000000E+00    0.7351200000E-01
                  33                  NO    0.3580000000E-01    0.1206878400E+00
                  34                 YES    0.2438000000E+00    0.9329085000E-01
                  35                 YES    0.3002000000E+00    0.4513313000E-01
                  36                 YES    0.3811000000E+00    0.2240790000E+00
                  37                 YES   -0.6514000000E+00   -0.8526400000E-03
                  38                 YES   -0.8649000000E+00   -0.4444888900E+00
                  39                 YES   -0.8426000000E+00   -0.4253648400E+00
                  40                 YES   -0.8649000000E+00   -0.4444888900E+00
                  41                 YES   -0.8819000000E+00   -0.1361889000E-01
                  42                 YES   -0.2759000000E+00    0.1233596900E+00
                  43                 YES   -0.3043000000E+00    0.1014870500E+00
                  44                  NO   -0.8780000000E-01    0.6996413000E-01
                  45                  NO   -0.2004000000E+00   -0.9211480000E-01
                  46                  NO   -0.1317000000E+00   -0.1972360000E-01
                  47                  NO   -0.5181000000E+00   -0.4870849000E-01
                  48                 YES   -0.6116000000E+00   -0.1401856000E-01
                  49                 YES    0.2210000000E+00    0.2361702400E+00
                  50                  NO   -0.1265000000E+00    0.7560260000E-01
                  51                 YES   -0.5870000000E+00    0.1340118500E+00
                  52                 YES   -0.4124000000E+00    0.5123169000E-01
                  53                 YES   -0.3714000000E+00    0.1337676500E+00
                  54                  NO   -0.4358000000E+00   -0.2096892700E+00
                  55                 YES   -0.6640000000E-01    0.2263455600E+00
                  56                  NO   -0.3199000000E+00   -0.1844845600E+00
                  57                 YES   -0.2597000000E+00    0.2260679100E+00
                  58                 YES   -0.2816000000E+00    0.5278158000E-01
                  59                 YES   -0.3293000000E+00    0.1030234400E+00
                  60                 YES   -0.4050000000E-01    0.2333073600E+00
                  61                 YES   -0.4737000000E+00    0.1336281300E+00
                  62                 YES    0.8260000000E-01    0.5666920000E+00
                  63                  NO    0.2630000000E-01    0.9976624000E-01
                  64                 YES   -0.5616000000E+00    0.2442997500E+00
                  65                 YES   -0.4547000000E+00    0.3645862500E+00
                  66                 YES   -0.1591000000E+00    0.2368668400E+00
