               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.5576070614E-01    0.3104896000E-01
                   2                 YES   -0.7534450000E-02   -0.6181058300E+00
                   3                 YES   -0.6265041120E-02   -0.3737866500E+00
                   4                 YES   -0.8505682740E-01   -0.1809563000E-01
                   5                 YES    0.0000000000E+00   -0.2285000000E+00
                   6                 YES   -0.1783769645E-01   -0.2831976000E-01
                   7                  NO    0.0000000000E+00    0.2443220000E-02
                   8                 YES   -0.5536390068E-02   -0.5714074000E-01
                   9                 YES   -0.4969595030E-01    0.4430810000E-01
                  10                 YES   -0.1104360800E+00    0.5106772000E-01
                  11                  NO   -0.4549446000E-02    0.7471680000E-02
                  12                 YES   -0.1002503500E+00    0.1319227200E+00
                  13                 YES   -0.5692253450E-01    0.2297700000E-02
                  14                 YES   -0.4890188713E-01   -0.3179726000E-01
                  15                 YES   -0.2307428552E-01    0.3211674000E-01
                  16                  NO   -0.2481220560E-02   -0.3708304000E-01
                  17                 YES   -0.1171340205E-01   -0.3048528000E-01
                  18                  NO   -0.1107944838E-01    0.5277055000E-01
                  19                 YES    0.1029776748E-01   -0.1563730000E+00
                  20                 YES   -0.2289826954E-01   -0.1401656300E+00
                  21                 YES   -0.5154772867E-01    0.2199184000E-01
                  22                 YES   -0.1424767806E+00    0.0000000000E+00
                  23                  NO    0.0000000000E+00    0.7564978000E-01
                  24                 YES   -0.1169595000E+00    0.6523645000E-01
                  25                 YES   -0.1195463200E+00    0.1254216600E+00
                  26                 YES   -0.2472549908E-01    0.2598045000E-01
                  27                 YES   -0.9300796560E-02   -0.6844056000E-01
                  28                  NO   -0.2183437440E-02    0.2750896000E-01
                  29                 YES   -0.2036332030E-01   -0.6975475000E-01
                  30                  NO    0.3429811955E-01    0.1551035800E+00
                  31                  NO    0.8468794950E-02    0.1385846800E+00
                  32                  NO    0.2582253000E-01    0.4303546000E-01
                  33                 YES   -0.7202923200E-01    0.6894765000E-01
                  34                 YES   -0.4311110000E-01   -0.5248122000E-01
                  35                 YES   -0.2230748685E+00    0.4042745000E-01
                  36                 YES   -0.7102421934E-01   -0.9373140000E-01
                  37                 YES    0.0000000000E+00    0.6521335600E+00
                  38                  NO    0.2344151250E-02   -0.2581535000E-01
                  39                  NO    0.0000000000E+00    0.3846684000E-01
                  40                  NO    0.0000000000E+00    0.3846684000E-01
                  41                 YES    0.0000000000E+00    0.3677303300E+00
                  42                  NO   -0.1860173964E-01    0.6024704000E-01
                  43                  NO   -0.2574330759E-01    0.1345306800E+00
                  44                 YES    0.2219045400E-02    0.1941030000E+00
                  45                 YES   -0.7774304484E-02    0.3273849800E+00
                  46                  NO    0.7060154112E-02   -0.1501537700E+00
                  47                 YES    0.0000000000E+00    0.2746336200E+00
                  48                 YES    0.0000000000E+00    0.4932808400E+00
                  49                 YES    0.3542194260E-01    0.1051850000E-01
                  50                  NO    0.5560713180E-02    0.5900212000E-01
                  51                 YES   -0.4567402026E-01    0.6293765800E+00
                  52                 YES    0.3954701540E-01    0.3121549800E+00
                  53                 YES    0.3416343836E-01    0.9270375000E-01
                  54                 YES    0.4677659000E-01   -0.2558844000E-01
                  55                 YES    0.3002094434E-01    0.1202448000E-01
                  56                 YES    0.3247961587E-01    0.1027486500E+00
                  57                 YES   -0.1858030000E-01    0.2542425900E+00
                  58                 YES    0.3209613768E-01    0.4511936000E-01
                  59                  NO    0.9874561554E-02    0.6120080000E-01
                  60                 YES   -0.1506665160E-01    0.1769076000E+00
                  61                 YES    0.6863116000E-01   -0.7930560000E-01
                  62                 YES   -0.1618086294E-01    0.3205679400E+00
                  63                 YES    0.4218312000E-01    0.9792580000E-02
                  64                 YES    0.3538392000E-01    0.8277598000E-01
                  65                 YES    0.1004327500E+00    0.1404310000E+00
                  66                 YES    0.4280619895E-01    0.9757223000E-01
