               index         classified?        descriptor_1
                   1                 YES    0.9164012000E-01
                   2                 YES    0.2089791000E-01
                   3                 YES    0.1950000000E-01
                   4                 YES    0.1138440000E+00
                   5                  NO   -0.9414200000E-02
                   6                  NO    0.2945280000E-02
                   7                  NO   -0.5621000000E-02
                   8                  NO    0.5856840000E-02
                   9                 YES    0.5895188000E-01
                  10                 YES    0.8656108000E-01
                  11                 YES    0.1757016000E-01
                  12                 YES    0.5355609000E-01
                  13                 YES    0.4679125000E-01
                  14                 YES    0.4815044000E-01
                  15                 YES    0.2092508000E-01
                  16                  NO    0.3451500000E-02
                  17                  NO    0.1423125000E-01
                  18                  NO    0.6749730000E-02
                  19                  NO   -0.1883952000E-01
                  20                 YES    0.2384004000E-01
                  21                 YES    0.1006708800E+00
                  22                 YES    0.3323817000E+00
                  23                  NO   -0.7086528000E-01
                  24                 YES    0.6434155000E-01
                  25                 YES    0.7749120000E-01
                  26                 YES    0.3057422000E-01
                  27                  NO    0.9073920000E-02
                  28                  NO    0.3056550000E-02
                  29                 YES    0.2223612000E-01
                  30                  NO    0.0000000000E+00
                  31                  NO   -0.1054480000E-01
                  32                  NO   -0.5691789000E-01
                  33                 YES    0.5840000000E-01
                  34                 YES    0.3254384000E-01
                  35                 YES    0.1936725000E+00
                  36                 YES    0.7435701000E-01
                  37                  NO    0.4944600000E-02
                  38                  NO   -0.5306250000E-02
                  39                  NO   -0.3371440000E-02
                  40                  NO   -0.3371440000E-02
                  41                  NO    0.2001000000E-03
                  42                  NO    0.4999500000E-02
                  43                  NO   -0.2627170000E-01
                  44                  NO   -0.2500550000E-02
                  45                  NO    0.6011230000E-02
                  46                  NO   -0.8116480000E-02
                  47                  NO    0.1760440000E-02
                  48                  NO    0.2444350000E-02
                  49                 YES   -0.7550140000E-01
                  50                  NO   -0.4513320000E-02
                  51                  NO    0.1563420000E-01
                  52                  NO   -0.2539548000E-01
                  53                  NO   -0.1804980000E-02
                  54                  NO   -0.5878460000E-01
                  55                 YES   -0.1716452800E+00
                  56                  NO   -0.3203328000E-01
                  57                  NO    0.1784500000E-02
                  58                  NO   -0.1964780000E-01
                  59                  NO   -0.1691670000E-01
                  60                  NO    0.1056440000E-01
                  61                 YES   -0.8595002000E-01
                  62                  NO    0.5365800000E-02
                  63                 YES   -0.1220083200E+00
                  64                 YES   -0.8332542000E-01
                  65                  NO   -0.2240780000E-01
                  66                  NO   -0.1118472000E-01
