               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.1000000000E+01   -0.9783000000E+00
                   2                 YES    0.8788000000E+00   -0.4164907500E+00
                   3                 YES   -0.2044000000E+00    0.2637706086E-01
                   4                 YES    0.9938000000E+00   -0.5210113769E+00
                   5                 YES    0.1415100000E+01   -0.2724081565E+00
                   6                 YES    0.3215000000E+00   -0.1088213403E+00
                   7                  NO    0.6305000000E+00   -0.4119738814E-01
                   8                 YES   -0.9180000000E-01    0.1767243240E-02
                   9                 YES    0.7235000000E+00   -0.1578406561E+00
                  10                 YES    0.2820000000E-01    0.1656090410E-01
                  11                 YES   -0.1636000000E+00    0.6903624524E-02
                  12                 YES   -0.7600000000E-02    0.1823429507E-01
                  13                  NO    0.2788000000E+00   -0.1047736528E-01
                  14                 YES    0.3224000000E+00   -0.1147062087E+00
                  15                 YES   -0.5070000000E-01   -0.1149089362E+00
                  16                 YES    0.7863000000E+00   -0.2220412051E+00
                  17                 YES    0.8143000000E+00   -0.1515729999E+00
                  18                 YES    0.8934000000E+00   -0.1748290500E+00
                  19                  NO    0.5147000000E+00   -0.1112533766E-01
                  20                 YES    0.6556000000E+00   -0.1871955540E+00
                  21                 YES   -0.2632000000E+00    0.3030530007E-01
                  22                 YES   -0.3629000000E+00    0.0000000000E+00
                  23                 YES   -0.2850000000E-01    0.4087592692E-01
                  24                 YES   -0.2736000000E+00    0.9792862398E-02
                  25                 YES   -0.5830000000E-01    0.2191502592E-01
                  26                 YES   -0.1247000000E+00    0.1167200256E-01
                  27                 YES   -0.3044000000E+00   -0.1711063469E+00
                  28                 YES   -0.2000000000E-01   -0.7668412388E-02
                  29                 YES    0.9440000000E+00   -0.1437781027E+00
                  30                 YES   -0.1394000000E+00   -0.1122048988E+00
                  31                  NO    0.2602000000E+00    0.0000000000E+00
                  32                  NO    0.8258000000E+00   -0.7540892064E-01
                  33                 YES   -0.1262000000E+00    0.6625692194E-01
                  34                  NO    0.9370000000E-01    0.4390845280E-01
                  35                 YES   -0.6640000000E-01   -0.5653120000E-02
                  36                 YES    0.3031000000E+00   -0.1371440326E+00
                  37                 YES    0.3520000000E+00    0.1300697050E-01
                  38                 YES    0.4726000000E+00    0.3438005029E-01
                  39                 YES    0.9442000000E+00   -0.7408427770E-01
                  40                 YES    0.8886000000E+00   -0.7036145818E-01
                  41                 YES    0.6684000000E+00   -0.1052926867E-01
                  42                  NO    0.1749000000E+00   -0.2044003500E-02
                  43                  NO    0.5854000000E+00   -0.3383424785E-01
                  44                 YES    0.2670000000E-01    0.6263848897E-01
                  45                 YES    0.1026000000E+00    0.6047782400E-01
                  46                 YES    0.8122000000E+00   -0.4676991891E-01
                  47                  NO    0.6691000000E+00   -0.1137985240E+00
                  48                  NO    0.5919000000E+00   -0.6562460205E-01
                  49                  NO    0.4763000000E+00   -0.1410511284E-01
                  50                  NO    0.7494000000E+00   -0.1393708255E+00
                  51                 YES    0.4117000000E+00    0.1190951016E-01
                  52                 YES    0.7599000000E+00    0.2096511047E-01
                  53                 YES    0.3713000000E+00    0.1541819280E-01
                  54                 YES    0.3025000000E+00    0.3908432466E-01
                  55                  NO    0.3537000000E+00    0.4150424880E-03
                  56                 YES    0.5788000000E+00   -0.1955079360E-01
                  57                  NO    0.3289000000E+00    0.1350627379E-01
                  58                 YES    0.6691000000E+00   -0.2707778886E-01
                  59                 YES    0.8830000000E-01    0.6600207024E-01
                  60                 YES    0.4339000000E+00    0.1789336540E-01
                  61                 YES    0.5019000000E+00    0.4037167758E-02
                  62                 YES    0.3024000000E+00    0.6739333660E-01
                  63                 YES    0.2766000000E+00    0.6689952603E-01
                  64                 YES    0.1812000000E+00    0.7396901791E-01
                  65                 YES    0.4910000000E+00    0.2701898496E-02
                  66                 YES    0.5801000000E+00   -0.2049726281E-01
