               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2170000000E-01    0.1000000000E+01
                   2                 YES    0.8412000000E-03    0.7201047200E+00
                   3                 YES   -0.7230015000E-01    0.2265378000E+00
                   4                 YES   -0.4180280000E-01    0.6378038300E+00
                   5                 YES   -0.3204888000E-01    0.5753432100E+00
                   6                 YES   -0.1256158800E+00    0.2250355400E+00
                   7                  NO    0.7327300000E-02    0.1221654700E+00
                   8                 YES   -0.4042136000E-01   -0.4293842000E-01
                   9                 YES   -0.1753718800E+00   -0.7812277000E-01
                  10                 YES   -0.6125350000E-01    0.1210336400E+00
                  11                 YES   -0.6350144000E-01    0.1873094400E+00
                  12                 YES   -0.5674193000E-01    0.2540471500E+00
                  13                 YES   -0.3358520000E-01    0.2003600800E+00
                  14                 YES   -0.2690688000E-01    0.3362890100E+00
                  15                 YES   -0.4389182000E-01    0.9040406000E-01
                  16                 YES   -0.4678380000E-01    0.8715806000E-01
                  17                 YES   -0.5406486000E-01   -0.1422962800E+00
                  18                 YES   -0.7302343000E-01   -0.1589683700E+00
                  19                 YES    0.6816700000E-03    0.3068770000E+00
                  20                 YES   -0.3977430000E-01    0.2921739400E+00
                  21                 YES   -0.1447552000E-01    0.4359753800E+00
                  22                 YES   -0.6658892000E-01    0.2586716200E+00
                  23                 YES   -0.1432809000E+00    0.5252114100E+00
                  24                  NO    0.1233502000E-01    0.2261993500E+00
                  25                 YES   -0.1064806800E+00   -0.4529058000E-01
                  26                 YES    0.0000000000E+00    0.3797240400E+00
                  27                 YES   -0.2952009000E-01    0.2913311800E+00
                  28                 YES   -0.7264824000E-01    0.5862865700E+00
                  29                  NO   -0.2161539000E-01    0.1068095700E+00
                  30                  NO   -0.1187010000E-02    0.1952874100E+00
                  31                 YES   -0.4790400000E-03    0.4653253700E+00
                  32                  NO    0.1920408000E-01    0.2810749400E+00
                  33                 YES   -0.9105410000E-01    0.5813270000E-01
                  34                 YES   -0.2508272000E-01    0.3777525900E+00
                  35                 YES   -0.1766883000E+00    0.2079957300E+00
                  36                 YES   -0.7563600000E-01    0.3144388200E+00
                  37                  NO   -0.1310520000E-02    0.2099566000E+00
                  38                  NO   -0.3115035000E-01    0.2113376500E+00
                  39                 YES   -0.9790400000E-03   -0.5296127000E-01
                  40                 YES    0.1616220000E-02   -0.1033903400E+00
                  41                 YES   -0.3844890000E-02   -0.3181451000E-01
                  42                 YES   -0.3108240000E-01   -0.7379707000E-01
                  43                  NO   -0.3445092000E-01    0.8769200000E-01
                  44                  NO   -0.8806000000E-03    0.2952370100E+00
                  45                 YES   -0.2157360000E-01   -0.3809475000E-01
                  46                  NO   -0.8006300000E-02    0.2756915900E+00
                  47                  NO   -0.6807360000E-02    0.2462629400E+00
                  48                  NO   -0.4043640000E-02    0.1961528300E+00
                  49                 YES    0.3662538000E-01    0.3513923900E+00
                  50                  NO   -0.2799992000E-01    0.2415794000E+00
                  51                 YES   -0.5325540000E-02   -0.6035861000E-01
                  52                 YES   -0.3136948000E-01   -0.1096644400E+00
                  53                 YES    0.2849769000E-01   -0.2050980000E-01
                  54                 YES    0.2232598500E+00   -0.2778286500E+00
                  55                 YES    0.4223562000E-01    0.2577952100E+00
                  56                 YES    0.2143459500E+00    0.5689971000E-01
                  57                 YES   -0.2310432000E-01   -0.1248179200E+00
                  58                 YES    0.2232285900E+00   -0.2619481000E+00
                  59                 YES   -0.2908356000E-01   -0.2022362700E+00
                  60                 YES    0.3579320000E-01   -0.8004772000E-01
                  61                  NO   -0.8797100000E-02    0.2551090200E+00
                  62                 YES    0.4570229000E-01    0.3861443900E+00
                  63                 YES    0.6572316000E-01    0.3984304800E+00
                  64                 YES    0.2277978200E+00   -0.4364938000E+00
                  65                 YES    0.6442560000E-01   -0.9431640000E-01
                  66                 YES   -0.1729593000E-01   -0.7279965000E-01
