               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.5060740000E-02    0.6265068000E-01
                   2                 YES   -0.4102327759E-01    0.1317714200E+00
                   3                 YES   -0.4504785476E-01    0.7459000000E+00
                   4                 YES   -0.8246784000E-01    0.2138112000E+00
                   5                  NO    0.0000000000E+00    0.5222588000E-01
                   6                 YES   -0.5737617120E-01    0.2212487200E+00
                   7                 YES   -0.6185934000E-02    0.7951160000E-01
                   8                 YES   -0.1240547616E-01    0.1097622000E+00
                   9                 YES   -0.1944445894E-01    0.2697132400E+00
                  10                 YES   -0.2842456978E-01    0.7896370700E+00
                  11                 YES   -0.2222861140E-01    0.4029848200E+00
                  12                 YES   -0.2493032900E-01    0.1682158500E+00
                  13                 YES   -0.1531287083E-01    0.2528104800E+00
                  14                 YES   -0.1462779648E-01    0.2085804000E+00
                  15                  NO   -0.7233309780E-02    0.3539198000E+00
                  16                  NO   -0.6825138522E-02    0.4231427200E+00
                  17                  NO   -0.3452347880E-02    0.1498902600E+00
                  18                 YES   -0.3125517920E-01    0.1245964000E+00
                  19                 YES   -0.7484361027E-02    0.2950647000E-01
                  20                 YES   -0.3777996573E-01    0.2216205000E+00
                  21                 YES   -0.1270218046E+00    0.2005921200E+00
                  22                  NO    0.3054293568E-02    0.6267140000E-01
                  23                 YES   -0.2113926708E-01    0.2436339900E+00
                  24                 YES   -0.2410906071E-01    0.4119281400E+00
                  25                 YES   -0.6264651078E-01    0.9576722000E-01
                  26                  NO   -0.1372527849E-01    0.4896826900E+00
                  27                 YES   -0.2407016678E-01    0.3086903400E+00
                  28                  NO    0.0000000000E+00    0.2159136000E+00
                  29                  NO    0.0000000000E+00    0.1474837500E+00
                  30                  NO    0.1164943110E-01    0.1342341000E+00
                  31                  NO    0.7540056216E-02    0.7809760000E-01
                  32                 YES   -0.4048010235E-01    0.2545702500E+00
                  33                 YES   -0.5947073196E-01    0.3227126700E+00
                  34                 YES   -0.1742730864E-01    0.3515099000E+00
                  35                 YES   -0.1056789115E+00    0.5889379200E+00
                  36                 YES   -0.5384600676E-01    0.2643716800E+00
                  37                 YES   -0.2879928000E-03    0.5858000000E-02
                  38                  NO   -0.1286122525E-01    0.3519666900E+00
                  39                 YES   -0.8929760000E-03    0.0000000000E+00
                  40                 YES   -0.6137165160E-03    0.4199401000E-01
                  41                 YES   -0.8929760000E-03    0.0000000000E+00
                  42                  NO   -0.1522621800E-03    0.5109604000E-01
                  43                  NO   -0.3181295700E-02    0.1035312600E+00
                  44                 YES   -0.5676440850E-03    0.4207924000E-01
                  45                 YES    0.4995644316E-01    0.5302065600E+00
                  46                 YES   -0.6883508592E-02    0.5435456800E+00
                  47                  NO   -0.9916267200E-02    0.3123200400E+00
                  48                  NO   -0.3950427360E-02    0.8372100000E-01
                  49                  NO   -0.1614896640E-02    0.7170192000E-01
                  50                 YES    0.2201767058E-01    0.2338452000E+00
                  51                 YES   -0.2207197595E-01    0.7313449600E+00
                  52                  NO   -0.4723028456E-02    0.2574959400E+00
                  53                 YES   -0.8754109933E-02    0.1135455560E+01
                  54                 YES   -0.1309159968E-02    0.7532246000E+00
                  55                 YES    0.7315381392E-02    0.6230203200E+00
                  56                 YES    0.1911777876E-01    0.9444520000E-01
                  57                 YES    0.1549406053E+00    0.2834541600E+00
                  58                 YES    0.3065860880E-01    0.2226682500E+00
                  59                 YES   -0.3342889740E-02    0.5942647900E+00
                  60                 YES    0.6094228000E-03    0.2843165000E-01
                  61                  NO   -0.4293422420E-02    0.8312057000E-01
                  62                 YES    0.2888236681E-01    0.9126208000E-01
                  63                 YES    0.1148545057E+00    0.2223421800E+00
                  64                 YES    0.8744853312E-02    0.7635800000E-01
                  65                 YES    0.9447678720E-02    0.8178730000E-01
                  66                 YES   -0.1928564000E-02    0.4242186000E+00
