               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.3700000000E-02   -0.1000000000E+01
                   2                 YES   -0.8580240000E-02   -0.8223000000E+00
                   3                 YES   -0.3425623273E-01   -0.4557234000E-01
                   4                 YES   -0.2918020279E-01   -0.7716456400E+00
                   5                 YES   -0.4324863470E-01    0.9999000000E-04
                   6                 YES   -0.7174866371E-01   -0.7038759000E-01
                   7                  NO   -0.1424302400E-02   -0.2178936000E-01
                   8                  NO   -0.4619097728E-02    0.4720000000E-04
                   9                 YES   -0.6654597040E-02   -0.1912486000E+00
                  10                 YES   -0.4871120097E-01    0.1469384000E-01
                  11                 YES   -0.1265012475E-01   -0.6450880000E-01
                  12                 YES   -0.2464340340E-01   -0.4093677000E-01
                  13                 YES   -0.3406666125E-01   -0.8666008000E-01
                  14                 YES   -0.2034430898E-01   -0.1391390000E-01
                  15                 YES   -0.1477423556E-01   -0.6007792000E-01
                  16                 YES   -0.1347111150E-01   -0.8667100000E-02
                  17                 YES   -0.6329558346E-02   -0.1747274100E+00
                  18                  NO   -0.7050980384E-02   -0.5772775000E-01
                  19                 YES   -0.3153367384E-01   -0.2070093000E-01
                  20                 YES   -0.1080744241E+00   -0.2480097600E+00
                  21                 YES   -0.2474978439E-01    0.3372700000E-01
                  22                  NO    0.0000000000E+00   -0.3916800000E-02
                  23                 YES   -0.1812313044E-01   -0.7653480000E-01
                  24                 YES   -0.2332767314E-01   -0.9586227000E-01
                  25                 YES   -0.5462548753E-01   -0.2507634500E+00
                  26                 YES   -0.1342365091E-01   -0.1997056000E-01
                  27                 YES   -0.2226510395E-01   -0.1447882000E+00
                  28                  NO    0.0000000000E+00    0.0000000000E+00
                  29                  NO   -0.2647334448E-02   -0.6529168000E-01
                  30                  NO   -0.3016733760E-03   -0.5844826000E-01
                  31                 YES    0.1170177592E-01   -0.2401686400E+00
                  32                  NO    0.7259961408E-02   -0.2668284000E-01
                  33                 YES   -0.5050582899E-01   -0.2452665000E-01
                  34                 YES   -0.1543910502E-01   -0.1760550400E+00
                  35                 YES   -0.9089055423E-01    0.4158336000E-01
                  36                 YES   -0.4735520460E-01   -0.1331543600E+00
                  37                 YES   -0.4188775680E-03    0.2759328000E-01
                  38                 YES   -0.1312025391E-01    0.2721180000E-01
                  39                  NO   -0.1303304167E-02   -0.2881670000E-02
                  40                  NO   -0.1129306788E-02   -0.1070400000E-03
                  41                  NO   -0.1303304167E-02   -0.2881670000E-02
                  42                 YES   -0.1615068000E-03    0.4300700000E-02
                  43                 YES   -0.2553613425E-02    0.8868750000E-02
                  44                  NO   -0.3865927240E-03   -0.6386020000E-02
                  45                 YES    0.4389538699E-01   -0.2151714600E+00
                  46                 YES   -0.6491847720E-02    0.4547016000E-01
                  47                  NO   -0.9798875760E-02   -0.1344080000E+00
                  48                  NO   -0.4036800948E-02   -0.5361340000E-01
                  49                 YES   -0.1699845165E-02    0.5065400000E-02
                  50                 YES    0.1991604846E-01   -0.8723556000E-01
                  51                  NO   -0.3404940482E-02   -0.6179262000E-01
                  52                 YES   -0.7954009016E-02    0.1669238400E+00
                  53                 YES    0.6475259736E-02    0.8068720000E-01
                  54                 YES    0.1726512060E-01   -0.6387900000E-01
                  55                 YES    0.1358634740E+00   -0.1810528500E+00
                  56                 YES   -0.2348150272E-02    0.8378240000E-02
                  57                 YES    0.2684894040E-01    0.1302516000E-01
                  58                 YES   -0.3127143690E-02    0.8125700000E-02
                  59                 YES    0.1038995021E-01   -0.2892384000E-01
                  60                  NO    0.7612673100E-03   -0.1074553000E+00
                  61                 YES    0.2547352402E-01   -0.1842266400E+00
                  62                 YES    0.3610706655E-01   -0.1589044100E+00
                  63                 YES    0.1005844332E+00   -0.8392515000E-01
                  64                 YES    0.8449052112E-02   -0.3119652000E-01
                  65                 YES    0.4549413744E-02    0.8379840000E-02
                  66                 YES   -0.1755059400E-02    0.8352700000E-02
