               index         classified?        descriptor_1
                   1                  NO    0.3686310000E-02
                   2                  NO   -0.1465434000E-01
                   3                 YES   -0.3718709611E-01
                   4                 YES   -0.3179364000E-01
                   5                 YES   -0.6440155920E-01
                   6                 YES   -0.1199277181E+00
                   7                  NO   -0.1783712640E-02
                   8                  NO   -0.4986812160E-02
                   9                  NO   -0.1935622416E-01
                  10                 YES   -0.4275180482E-01
                  11                  NO   -0.2140766968E-02
                  12                 YES   -0.4613757187E-01
                  13                 YES   -0.5921420066E-01
                  14                 YES   -0.3614523412E-01
                  15                  NO   -0.2004675876E-01
                  16                 YES   -0.2601590145E-01
                  17                  NO   -0.1311427925E-01
                  18                 YES   -0.3797075919E-01
                  19                 YES   -0.3366897717E-01
                  20                 YES   -0.1468268723E+00
                  21                 YES   -0.2762462735E-01
                  22                 YES   -0.5041032192E-01
                  23                 YES   -0.2792373588E-01
                  24                 YES   -0.3764445300E-01
                  25                 YES   -0.1565194154E+00
                  26                  NO   -0.2068727069E-01
                  27                 YES   -0.4356107392E-01
                  28                  NO    0.0000000000E+00
                  29                  NO   -0.6352277904E-02
                  30                 YES   -0.2916175968E-01
                  31                  NO    0.0000000000E+00
                  32                  NO    0.8646568944E-02
                  33                 YES   -0.5322938541E-01
                  34                 YES   -0.3655376794E-01
                  35                 YES   -0.1641794270E+00
                  36                 YES   -0.8326862643E-01
                  37                  NO   -0.1452004704E-01
                  38                  NO   -0.2163553189E-01
                  39                  NO   -0.2058151359E-02
                  40                  NO   -0.1809984852E-02
                  41                  NO   -0.2058151359E-02
                  42                  NO   -0.1408321200E-02
                  43                  NO   -0.2476715175E-02
                  44                  NO   -0.1743398848E-02
                  45                  NO    0.6610716840E-02
                  46                  NO   -0.1466129173E-01
                  47                  NO   -0.1074751728E-01
                  48                  NO   -0.1870557122E-01
                  49                  NO   -0.1454798489E-01
                  50                 YES    0.2324112672E-01
                  51                  NO   -0.2266021860E-02
                  52                  NO   -0.2189068819E-01
                  53                 YES    0.1015007664E-01
                  54                 YES    0.1700978370E-01
                  55                 YES    0.2315912257E-01
                  56                  NO   -0.3855746752E-02
                  57                  NO    0.4789627200E-02
                  58                  NO   -0.4571801850E-02
                  59                  NO    0.6740236800E-02
                  60                  NO    0.3959156010E-02
                  61                 YES    0.3354300945E-01
                  62                 YES    0.2473360726E-01
                  63                 YES    0.1662800668E-01
                  64                 YES    0.1336129171E-01
                  65                  NO    0.3675934440E-02
                  66                  NO   -0.3861428400E-02
