               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.9783000000E+00    0.1000000000E+01
                   2                 YES   -0.4152534300E+00    0.9397000000E+00
                   3                 YES    0.2114724198E-01    0.1577000000E+00
                   4                 YES   -0.5195824427E+00    0.9454000000E+00
                   5                 YES   -0.2709912482E+00    0.8989000000E+00
                   6                 YES    0.1377784320E-02    0.1408000000E+00
                   7                 YES   -0.1570773028E+00    0.9054000000E+00
                   8                  NO   -0.7153728694E-01    0.6933000000E+00
                   9                 YES    0.1441558331E-01    0.2372000000E+00
                  10                 YES    0.5175590272E-02    0.1216000000E+00
                  11                 YES    0.1070462422E-01    0.6170000000E-01
                  12                 YES   -0.1127573168E+00    0.3957000000E+00
                  13                 YES   -0.1129118766E+00    0.5700000000E-01
                  14                 YES   -0.1037239553E+00   -0.2147000000E+00
                  15                 YES   -0.1502305371E+00    0.8393000000E+00
                  16                 YES   -0.1736547656E+00    0.8725000000E+00
                  17                  NO   -0.8342594865E-01    0.8005000000E+00
                  18                  NO   -0.1100228489E-01    0.8047000000E+00
                  19                 YES   -0.1786918707E+00    0.8550000000E+00
                  20                 YES    0.1386999773E-01    0.7940000000E-01
                  21                 YES    0.0000000000E+00    0.0000000000E+00
                  22                 YES    0.3536300440E-01    0.2290000000E+00
                  23                 YES    0.6915044484E-02    0.1002000000E+00
                  24                  NO    0.2016506880E-01    0.3480000000E+00
                  25                 YES    0.1120970304E-01    0.1953000000E+00
                  26                 YES   -0.1700880854E+00   -0.1147000000E+00
                  27                 YES   -0.6963220040E-02    0.3140000000E+00
                  28                 YES   -0.1427934336E+00    0.8701000000E+00
                  29                 YES   -0.1108430525E+00    0.1228000000E+00
                  30                  NO    0.0000000000E+00    0.4010000000E+00
                  31                  NO   -0.7474040184E-01    0.8385000000E+00
                  32                 YES    0.4794091876E-01    0.1081000000E+00
                  33                 YES    0.3918180380E-01    0.2777000000E+00
                  34                 YES   -0.5303654400E-02    0.7950000000E-01
                  35                 YES   -0.2864343735E-02    0.9240000000E-01
                  36                 YES   -0.1343368200E+00    0.3558000000E+00
                  37                 YES    0.1290763469E-01    0.8576000000E+00
                  38                 YES    0.3407551459E-01    0.8392000000E+00
                  39                 YES   -0.7388882530E-01    0.9451000000E+00
                  40                 YES   -0.7016793254E-01    0.9427000000E+00
                  41                 YES   -0.7388882530E-01    0.9451000000E+00
                  42                 YES   -0.1046121466E-01    0.8762000000E+00
                  43                  NO   -0.1857274650E-02    0.3153000000E+00
                  44                 YES    0.5902394010E-01    0.4311000000E+00
                  45                 YES    0.5595237726E-01    0.3635000000E+00
                  46                  NO   -0.1118645323E+00    0.7288000000E+00
                  47                 YES   -0.6522598242E-01    0.8836000000E+00
                  48                 YES   -0.1401024261E-01    0.8713000000E+00
                  49                 YES    0.6352834766E-01    0.4413000000E+00
                  50                  NO   -0.1379141056E+00    0.8142000000E+00
                  51                 YES    0.1139190192E-01    0.1504000000E+01
                  52                 YES    0.2068071045E-01    0.7708000000E+00
                  53                 YES    0.1274312821E+00    0.3843000000E+00
                  54                  NO   -0.1916582720E-01    0.6970000000E+00
                  55                  NO    0.1261097155E-01    0.3944000000E+00
                  56                  NO   -0.2678238273E-01    0.8069000000E+00
                  57                 YES   -0.1157969261E-01    0.1558900000E+01
                  58                 YES    0.6188448222E-01    0.4103000000E+00
                  59                  NO   -0.1477868091E-01    0.6686000000E+00
                  60                 YES    0.1726892786E-01    0.5614000000E+00
                  61                 YES    0.6315612360E-01    0.1408400000E+01
                  62                 YES    0.6240341870E-01    0.3914000000E+00
                  63                 YES    0.6774089940E-01    0.3350000000E+00
                  64                  NO    0.2619142400E-02    0.5950000000E+00
                  65                 YES   -0.3905200320E-03    0.1483700000E+01
                  66                  NO   -0.2010626797E-01    0.7045000000E+00
