               index         classified?        descriptor_1
                   1                 YES    0.0000000000E+00
                   2                 YES    0.7760000000E-01
                   3                 YES    0.1948000000E+00
                   4                  NO    0.3822000000E+00
                   5                  NO    0.8990000000E+00
                   6                  NO    0.5170000000E+00
                   7                  NO    0.8942000000E+00
                   8                  NO    0.7396000000E+00
                   9                 YES    0.1653000000E+00
                  10                  NO    0.5781000000E+00
                  11                  NO    0.3598000000E+00
                  12                 YES    0.1548000000E+00
                  13                 YES    0.1964000000E+00
                  14                 YES   -0.7310000000E-01
                  15                 YES    0.6500000000E-01
                  16                  NO    0.4394000000E+00
                  17                  NO    0.7429000000E+00
                  18                  NO    0.4594000000E+00
                  19                  NO    0.4541000000E+00
                  20                 YES    0.1890000000E-01
                  21                 YES    0.5180000000E-01
                  22                 YES   -0.5490000000E-01
                  23                  NO    0.2681000000E+00
                  24                  NO    0.3562000000E+00
                  25                 YES   -0.9410000000E-01
                  26                 YES   -0.1950000000E-01
                  27                  NO    0.8407000000E+00
                  28                 YES   -0.4121000000E+00
                  29                  NO    0.7038000000E+00
                  30                  NO    0.7490000000E+00
                  31                 YES   -0.2209000000E+00
                  32                 YES   -0.1063000000E+00
                  33                 YES   -0.1139000000E+00
                  34                  NO    0.3219000000E+00
                  35                 YES   -0.4610000000E-01
                  36                 YES   -0.3050000000E-01
                  37                 YES    0.9946000000E+00
                  38                  NO    0.7549000000E+00
                  39                 YES    0.9462000000E+00
                  40                 YES    0.9677000000E+00
                  41                 YES    0.9462000000E+00
                  42                 YES    0.1053500000E+01
                  43                  NO    0.4502000000E+00
                  44                  NO    0.5565000000E+00
                  45                  NO    0.4329000000E+00
                  46                  NO    0.7823000000E+00
                  47                  NO    0.5277000000E+00
                  48                  NO    0.7676000000E+00
                  49                 YES    0.9096000000E+00
                  50                  NO    0.2912000000E+00
                  51                  NO    0.4816000000E+00
                  52                  NO    0.3735000000E+00
                  53                 YES    0.1552400000E+01
                  54                 YES    0.1177500000E+01
                  55                 YES    0.9341000000E+00
                  56                  NO    0.5327000000E+00
                  57                 YES    0.9322000000E+00
                  58                  NO    0.4879000000E+00
                  59                  NO    0.2205000000E+00
                  60                  NO    0.5824000000E+00
                  61                  NO    0.2457000000E+00
                  62                 YES    0.9376000000E+00
                  63                  NO    0.2119000000E+00
                  64                  NO    0.2756000000E+00
                  65                  NO    0.6319000000E+00
                  66                  NO    0.8329000000E+00
