               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.1000000000E+01   -0.9783000000E+00
                   2                 YES    0.9397000000E+00   -0.4152534300E+00
                   3                 YES    0.1577000000E+00    0.2114724198E-01
                   4                 YES    0.9454000000E+00   -0.5195824427E+00
                   5                 YES    0.8989000000E+00   -0.2709912482E+00
                   6                  NO    0.7120000000E+00   -0.4044194176E-01
                   7                 YES    0.1408000000E+00    0.1377784320E-02
                   8                 YES    0.9054000000E+00   -0.1570773028E+00
                   9                 YES    0.2372000000E+00    0.1441558331E-01
                  10                 YES    0.1216000000E+00    0.5175590272E-02
                  11                 YES    0.6170000000E-01    0.1070462422E-01
                  12                  NO    0.5307000000E+00   -0.1006578159E-01
                  13                 YES    0.3957000000E+00   -0.1127573168E+00
                  14                 YES    0.5700000000E-01   -0.1129118766E+00
                  15                 YES   -0.2147000000E+00   -0.1037239553E+00
                  16                 YES    0.8356000000E+00   -0.2200398850E+00
                  17                 YES    0.8725000000E+00   -0.1736547656E+00
                  18                  NO    0.8005000000E+00   -0.8342594865E-01
                  19                  NO    0.8105000000E+00   -0.2667331185E-01
                  20                 YES    0.8550000000E+00   -0.1786918707E+00
                  21                 YES    0.8102000000E+00   -0.1851841732E+00
                  22                 YES    0.1212000000E+00    0.2268685836E-01
                  23                 YES    0.0000000000E+00    0.0000000000E+00
                  24                 YES    0.2290000000E+00    0.3536300440E-01
                  25                 YES    0.1002000000E+00    0.6915044484E-02
                  26                 YES    0.3480000000E+00    0.2016506880E-01
                  27                 YES    0.1953000000E+00    0.1120970304E-01
                  28                 YES   -0.1147000000E+00   -0.1700880854E+00
                  29                 YES    0.3140000000E+00   -0.6963220040E-02
                  30                 YES    0.1228000000E+00   -0.1108430525E+00
                  31                  NO    0.4010000000E+00    0.0000000000E+00
                  32                 YES    0.1081000000E+00    0.4794091876E-01
                  33                 YES    0.2777000000E+00    0.3918180380E-01
                  34                 YES    0.7950000000E-01   -0.5303654400E-02
                  35                 YES    0.9240000000E-01   -0.2864343735E-02
                  36                 YES    0.2250000000E-01   -0.2363345284E-01
                  37                 YES    0.8576000000E+00    0.1290763469E-01
                  38                 YES    0.8392000000E+00    0.3407551459E-01
                  39                 YES    0.9427000000E+00   -0.7016793254E-01
                  40                 YES    0.9451000000E+00   -0.7388882530E-01
                  41                 YES    0.8762000000E+00   -0.1046121466E-01
                  42                 YES    0.4311000000E+00    0.5902394010E-01
                  43                 YES    0.3635000000E+00    0.5595237726E-01
                  44                 YES    0.8361000000E+00   -0.4634861823E-01
                  45                  NO    0.7288000000E+00   -0.1118645323E+00
                  46                 YES    0.8836000000E+00   -0.6522598242E-01
                  47                 YES    0.8713000000E+00   -0.1401024261E-01
                  48                 YES    0.4413000000E+00    0.6352834766E-01
                  49                  NO    0.8142000000E+00   -0.1379141056E+00
                  50                 YES    0.1504000000E+01    0.1139190192E-01
                  51                 YES    0.7708000000E+00    0.2068071045E-01
                  52                 YES    0.4997000000E+00    0.1473411922E-01
                  53                 YES    0.5652000000E+00    0.3773566843E-01
                  54                  NO    0.4007000000E+00    0.3882061740E-03
                  55                  NO    0.4229000000E+00    0.1871653904E-01
                  56                  NO    0.6970000000E+00   -0.1916582720E-01
                  57                  NO    0.3944000000E+00    0.1261097155E-01
                  58                  NO    0.8069000000E+00   -0.2678238273E-01
                  59                 YES    0.1558900000E+01   -0.1157969261E-01
                  60                 YES    0.4103000000E+00    0.6188448222E-01
                  61                  NO    0.6686000000E+00   -0.1477868091E-01
                  62                 YES    0.5974000000E+00    0.3914630772E-02
                  63                 YES    0.1408400000E+01    0.6315612360E-01
                  64                 YES    0.3914000000E+00    0.6240341870E-01
                  65                 YES    0.5950000000E+00    0.2619142400E-02
                  66                 YES    0.1483700000E+01   -0.3905200320E-03
