               index         classified?        descriptor_1
                   1                 YES    0.0000000000E+00
                   2                 YES    0.4416000000E+00
                   3                 YES    0.3977000000E+00
                   4                 YES    0.3985000000E+00
                   5                  NO    0.8693000000E+00
                   6                  NO    0.8096000000E+00
                   7                 YES    0.4143000000E+00
                   8                  NO    0.9688000000E+00
                   9                  NO    0.4898000000E+00
                  10                  NO    0.8339000000E+00
                  11                  NO    0.8147000000E+00
                  12                  NO    0.7602000000E+00
                  13                  NO    0.8940000000E+00
                  14                  NO    0.6734000000E+00
                  15                  NO    0.8822000000E+00
                  16                  NO    0.9252000000E+00
                  17                  NO    0.7020000000E+00
                  18                  NO    0.6624000000E+00
                  19                 YES    0.4259000000E+00
                  20                  NO    0.7554000000E+00
                  21                  NO    0.7279000000E+00
                  22                 YES    0.3411000000E+00
                  23                 YES    0.2877000000E+00
                  24                 YES   -0.5650000000E-01
                  25                  NO    0.6016000000E+00
                  26                  NO    0.6290000000E+00
                  27                  NO    0.7375000000E+00
                  28                  NO    0.6467000000E+00
                  29                  NO    0.8690000000E+00
                  30                 YES    0.2397000000E+00
                  31                  NO    0.9764000000E+00
                  32                  NO    0.8631000000E+00
                  33                 YES    0.7490000000E-01
                  34                  NO    0.5111000000E+00
                  35                  NO    0.6389000000E+00
                  36                  NO    0.6364000000E+00
                  37                 YES    0.1598500000E+01
                  38                 YES    0.1096500000E+01
                  39                 YES    0.1197800000E+01
                  40                 YES    0.1096500000E+01
                  41                 YES    0.1359000000E+01
                  42                  NO    0.6121000000E+00
                  43                  NO    0.8947000000E+00
                  44                  NO    0.6182000000E+00
                  45                 YES    0.1227000000E+01
                  46                 YES    0.1442500000E+01
                  47                  NO    0.5468000000E+00
                  48                  NO    0.8274000000E+00
                  49                  NO    0.6967000000E+00
                  50                 YES    0.1561300000E+01
                  51                 YES    0.1279700000E+01
                  52                 YES    0.1134200000E+01
                  53                  NO    0.7394000000E+00
                  54                  NO    0.4876000000E+00
                  55                 YES    0.1057500000E+01
                  56                  NO    0.7418000000E+00
                  57                  NO    0.7336000000E+00
                  58                  NO    0.6167000000E+00
                  59                 YES    0.9827000000E+00
                  60                  NO    0.5237000000E+00
                  61                 YES    0.1163100000E+01
                  62                  NO    0.5135000000E+00
                  63                  NO    0.6337000000E+00
                  64                  NO    0.9267000000E+00
                  65                  NO    0.7900000000E+00
                  66                 YES    0.1057500000E+01
