               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.9164012000E-01   -0.3281000000E+00
                   2                  NO    0.1810000000E-01   -0.1567000000E+00
                   3                 YES   -0.2090000000E-01   -0.3910000000E+00
                   4                 YES   -0.1138440000E+00   -0.3564000000E+00
                   5                 YES   -0.8304900000E-01   -0.2208000000E+00
                   6                  NO    0.5621000000E-02   -0.1496000000E+00
                   7                 YES   -0.5895188000E-01   -0.2137000000E+00
                   8                 YES   -0.8659242000E-01   -0.2707000000E+00
                   9                 YES   -0.4679125000E-01   -0.2108000000E+00
                  10                 YES   -0.2092508000E-01   -0.4316000000E+00
                  11                  NO   -0.3451500000E-02   -0.2450000000E+00
                  12                 YES   -0.1423125000E-01   -0.3177000000E+00
                  13                 YES   -0.1422960000E-01   -0.2222000000E+00
                  14                  NO   -0.5754150000E-02   -0.3462000000E+00
                  15                 YES   -0.6749730000E-02   -0.4687000000E+00
                  16                  NO    0.1883952000E-01   -0.1638000000E+00
                  17                 YES   -0.2384004000E-01   -0.1496000000E+00
                  18                 YES   -0.1007861400E+00   -0.3205000000E+00
                  19                 YES   -0.1006918400E+00   -0.3917000000E+00
                  20                 YES   -0.1818238800E+00   -0.4501000000E+00
                  21                 YES   -0.3324258000E+00   -0.3775000000E+00
                  22                  NO    0.7086528000E-01   -0.2749000000E+00
                  23                 YES   -0.6434155000E-01   -0.3248000000E+00
                  24                 YES   -0.7749120000E-01   -0.3205000000E+00
                  25                 YES   -0.9073920000E-02   -0.4886000000E+00
                  26                 YES   -0.2212012800E+00   -0.3419000000E+00
                  27                 YES   -0.1015655000E-01   -0.3319000000E+00
                  28                 YES   -0.2223612000E-01   -0.4345000000E+00
                  29                  NO    0.0000000000E+00   -0.1567000000E+00
                  30                  NO    0.1054725000E-01   -0.2137000000E+00
                  31                 YES   -0.1033344000E-01   -0.3006000000E+00
                  32                  NO    0.5691789000E-01   -0.2179000000E+00
                  33                 YES   -0.5840000000E-01   -0.2678000000E+00
                  34                 YES   -0.3254384000E-01   -0.1567000000E+00
                  35                 YES   -0.5812112500E+00   -0.5556000000E+00
                  36                 YES   -0.7435701000E-01   -0.2835000000E+00
                  37                 YES    0.5307000000E-02   -0.5909000000E+00
                  38                 YES    0.3371440000E-02    0.0000000000E+00
                  39                 YES    0.3371440000E-02    0.0000000000E+00
                  40                 YES   -0.4999500000E-02   -0.1140000000E+00
                  41                 YES   -0.1922830000E-01    0.7933000000E+00
                  42                  NO    0.2500550000E-02   -0.3141000000E+00
                  43                 YES   -0.6013800000E-02   -0.4850000000E-01
                  44                  NO    0.8116480000E-02   -0.3746000000E+00
                  45                  NO   -0.2444350000E-02   -0.2507000000E+00
                  46                 YES    0.7550140000E-01   -0.3134000000E+00
                  47                  NO   -0.1273330000E-01   -0.1538000000E+00
                  48                 YES    0.4513320000E-02    0.7963000000E+00
                  49                 YES   -0.1563420000E-01    0.0000000000E+00
                  50                 YES   -0.1449395000E-01   -0.1097000000E+00
                  51                 YES    0.1804980000E-02   -0.1071000000E+00
                  52                 YES    0.5879937000E-01   -0.1674000000E+00
                  53                 YES    0.1716452800E+00   -0.2568000000E+00
                  54                 YES   -0.2146560000E-02   -0.1071000000E+00
                  55                 YES    0.3203328000E-01   -0.1570000000E+00
                  56                 YES   -0.1784500000E-02   -0.1037000000E+00
                  57                 YES    0.1964780000E-01    0.8462000000E+00
                  58                  NO   -0.1056440000E-01   -0.2066000000E+00
                  59                 YES    0.8596536000E-01   -0.1605000000E+00
                  60                 YES   -0.5365800000E-02   -0.1040000000E+00
                  61                 YES    0.1369296000E+00   -0.1638000000E+00
                  62                 YES    0.1220083200E+00   -0.1595000000E+00
                  63                 YES    0.8332542000E-01   -0.2678000000E+00
                  64                 YES    0.2240780000E-01   -0.1111000000E+00
                  65                 YES    0.1118472000E-01   -0.1140000000E+00
                  66                 YES   -0.2092310000E-02   -0.1068000000E+00
